date,player1,result1,player2,result2,title,note
2021-09-14,糸谷哲郎,○,山崎隆之,●,順位戦A級,名人戦棋譜速報・携帯中継
2021-09-14,田村康介,○,岡崎洋,●,王座戦 一次予選,携帯中継
2021-09-14,松本佳介,●,北島忠雄,○,王座戦 一次予選,
2021-09-14,折田翔吾,○,畠山成幸,●,王座戦 一次予選,
2021-09-14,神崎健二,○,神谷広志,●,叡王戦 予選,携帯中継
2021-09-14,神崎健二,●,菅井竜也,○,叡王戦 予選,携帯中継
2021-09-14,加藤圭,○,矢内理絵子,●,女流王位戦 予選,
2021-09-14,中村真梨花,●,斎田晴子,○,女流王位戦 予選,
2021-09-14,谷川浩司,,三浦弘行,,銀河戦 Gブロック,詳細情報
2021-09-15,木村一基,●,永瀬拓矢,○,王座戦 第2局,Paravi（パラビ）・ABEMA・中継・携帯中継
2021-09-15,丸山忠久,○,藤井猛,●,順位戦B級2組,名人戦棋譜速報・携帯中継
2021-09-15,深浦康市,●,高崎一生,○,順位戦B級2組,名人戦棋譜速報
2021-09-15,中田宏樹,●,鈴木大介,○,順位戦B級2組,名人戦棋譜速報
2021-09-15,中川大輔,●,畠山鎮,○,順位戦B級2組,名人戦棋譜速報
2021-09-15,高見泰地,●,中村太地,○,順位戦B級2組,名人戦棋譜速報・携帯中継
2021-09-15,中村修,●,佐々木慎,○,順位戦B級2組,名人戦棋譜速報
2021-09-15,増田康宏,○,阿部隆,●,順位戦B級2組,名人戦棋譜速報
2021-09-15,窪田義行,●,飯塚祐紀,○,順位戦B級2組,名人戦棋譜速報
2021-09-15,行方尚史,○,谷川浩司,●,順位戦B級2組,名人戦棋譜速報
2021-09-15,澤田真吾,●,戸辺誠,○,順位戦B級2組 千日手,名人戦棋譜速報・携帯中継
2021-09-15,大石直嗣,○,村山慈明,●,順位戦B級2組,名人戦棋譜速報
2021-09-15,井上慶太,●,杉本昌隆,○,順位戦B級2組,名人戦棋譜速報
2021-09-15,伊藤匠,○,齊藤優希三段,●,新人王戦,携帯中継
2021-09-16,郷田真隆,●,千田翔太,○,順位戦B級1組,名人戦棋譜速報・携帯中継
2021-09-16,近藤誠也,●,横山泰明,○,順位戦B級1組,名人戦棋譜速報
2021-09-16,松尾歩,●,佐々木勇気,○,順位戦B級1組,名人戦棋譜速報・携帯中継
2021-09-16,阿久津主税,●,稲葉陽,○,順位戦B級1組,名人戦棋譜速報・携帯中継
2021-09-16,久保利明,●,屋敷伸之,○,順位戦B級1組,名人戦棋譜速報・携帯中継
2021-09-16,渡辺和史,●,島朗,○,順位戦C級2組,名人戦棋譜速報
2021-09-16,梶浦宏孝,●,井出隼平,○,順位戦C級2組,名人戦棋譜速報
2021-09-16,長谷部浩平,●,山本博志,○,順位戦C級2組,名人戦棋譜速報
2021-09-16,高野智史,○,高田明浩,●,順位戦C級2組,名人戦棋譜速報
2021-09-16,瀬川晶司,○,矢倉規広,●,順位戦C級2組,名人戦棋譜速報
2021-09-16,長岡裕也,●,佐藤慎一,○,順位戦C級2組,名人戦棋譜速報
2021-09-16,竹内雄悟,○,塚田泰明,●,順位戦C級2組,名人戦棋譜速報
2021-09-16,安用寺孝功,●,長沼洋,○,順位戦C級2組,名人戦棋譜速報
2021-09-16,服部慎一郎,○,石川優太,●,順位戦C級2組,名人戦棋譜速報
2021-09-16,今泉健司,○,黒沢怜生,●,順位戦C級2組 千日手,名人戦棋譜速報
2021-09-16,西川和宏,●,八代弥,○,順位戦C級2組,名人戦棋譜速報
2021-09-16,室岡克彦,●,阿部健治郎,○,王座戦 一次予選,
2021-09-16,中井広恵＊,○,岩根忍,●,女流王位戦 予選,
2021-09-16,行方尚史,,佐々木勇気,,銀河戦 Hブロック,詳細情報
2021-09-17,豊島将之,○,羽生善治,●,順位戦A級,名人戦棋譜速報・携帯中継
2021-09-17,勝又清和,●,村中秀史,○,王座戦 一次予選,
2021-09-17,井田明宏,○,伊奈祐介,●,王座戦 一次予選,
2021-09-17,斎藤慎太郎,○,藤井聡太,●,棋王戦 挑決トーナメント,ABEMA・携帯中継
2021-09-17,里見香奈,○,伊藤沙恵,●,リコー杯女流王座戦 挑決,中継・携帯中継
2021-09-17,高浜愛子,○,内山あや,●,女流王位戦 予選,携帯中継
2021-09-17,上田初美,○,千葉涼子,●,女流王位戦 予選,
2021-09-18,渡部愛※,●,西山朋佳,○,ヒューリック杯白玲戦 第2局,中継・携帯中継
2021-09-19,有森浩三,○,村山慈明,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-19,横山大樹アマ,●,都成竜馬,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-19,有森浩三,●,都成竜馬,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-19,屋敷伸之,,佐藤天彦,,NHK杯戦 本戦,詳細情報
2021-09-20,藤井聡太,○,木村一基,●,順位戦B級1組,ABEMA・名人戦棋譜速報・携帯中継
2021-09-20,糸谷哲郎,●,永瀬拓矢,○,日本シリーズ 2回戦,ABEMA・中継・携帯中継
2021-09-21,野月浩貴,●,佐藤秀司,○,順位戦C級1組,名人戦棋譜速報
2021-09-21,金井恒太,●,飯島栄治,○,順位戦C級1組,名人戦棋譜速報
2021-09-21,千葉幸生,○,佐藤和俊,●,順位戦C級1組,名人戦棋譜速報・携帯中継
2021-09-21,北島忠雄,●,古森悠太,○,順位戦C級1組,名人戦棋譜速報
2021-09-21,石井健太郎,○,阿部健治郎,●,順位戦C級1組,名人戦棋譜速報・携帯中継
2021-09-21,片上大輔,○,真田圭一,●,順位戦C級1組,名人戦棋譜速報
2021-09-21,村田顕弘,●,西尾明,○,順位戦C級1組,名人戦棋譜速報
2021-09-21,高橋道雄,○,森下卓,●,順位戦C級1組,名人戦棋譜速報
2021-09-21,日浦市郎,●,宮田敦史,○,順位戦C級1組,名人戦棋譜速報
2021-09-21,豊川孝弘,○,先崎学,●,順位戦C級1組,名人戦棋譜速報
2021-09-21,畠山成幸,●,及川拓馬,○,順位戦C級1組,名人戦棋譜速報・携帯中継
2021-09-21,船江恒平,○,都成竜馬,●,順位戦C級1組,名人戦棋譜速報
2021-09-21,田村康介,○,平藤真吾,●,順位戦C級1組,名人戦棋譜速報
2021-09-21,阪口悟,○,高野秀行,●,順位戦C級1組,名人戦棋譜速報
2021-09-21,宮本広志,●,黒田尭之,○,順位戦C級1組,名人戦棋譜速報
2021-09-21,大橋貴洸,○,三枚堂達也,●,順位戦C級1組,名人戦棋譜速報
2021-09-21,出口若武,○,門倉啓太,●,順位戦C級1組,名人戦棋譜速報・携帯中継
2021-09-21,加藤圭,●,伊藤沙恵,○,女流名人戦 挑決リーグ,
2021-09-21,山口恵梨子,●,清水市代,○,女流王位戦 予選,
2021-09-21,菅井竜也,,広瀬章人,,銀河戦 Aブロック,詳細情報
2021-09-22,永瀬拓矢,○,木村一基,●,王座戦 第3局,Paravi（パラビ）・ABEMA・中継・携帯中継
2021-09-22,石川優太,○,長沼洋,●,竜王戦6組 昇決,
2021-09-22,池永天志,○,井田明宏,●,順位戦C級2組 千日手,名人戦棋譜速報・携帯中継
2021-09-22,瀬川晶司,○,森内俊之,●,お〜いお茶杯王位戦 予選,
2021-09-22,島本亮,○,小林健二,●,王座戦 一次予選,
2021-09-22,中村太地,●,佐々木勇気,○,叡王戦 予選,携帯中継
2021-09-22,戸辺誠,○,佐々木勇気,●,叡王戦 予選,携帯中継
2021-09-22,中川大輔,○,行方尚史,●,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-22,近藤誠也,●,松尾歩,○,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-22,杉本昌隆,○,村山慈明,●,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-22,室田伊緒,●,水町みゆ,○,女流王位戦 予選,
2021-09-22,山口稀良莉,○,北村桂香,●,女流王位戦 予選,
2021-09-23,里見香奈,●,加藤桃子,○,大成建設杯清麗戦 第1局,大成建設杯清麗戦中継サイト・携帯中継
2021-09-23,糸谷哲郎,○,稲葉陽,●,お〜いお茶杯王位戦 予選,携帯中継
2021-09-23,黒田尭之,●,星野良生,○,王座戦 一次予選,
2021-09-23,村田智弘,●,古賀悠聖,○,王座戦 一次予選,
2021-09-23,豊島将之,●,広瀬章人,○,ALSOK杯王将戦 挑決リーグ,将棋プレミアム・携帯中継
2021-09-23,高見泰地,●,窪田義行,○,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-23,澤田真吾,●,北浜健介,○,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-23,伊藤沙恵,●,中井広恵＊,○,マイナビ女子オープン 本戦,中継・携帯中継
2021-09-23,渡部愛※,●,鈴木環那,○,女流名人戦 挑決リーグ,
2021-09-23,斎藤慎太郎,,渡辺明,,銀河戦 Bブロック,詳細情報
2021-09-24,小林裕士,●,斎藤明日斗,○,順位戦C級2組,名人戦棋譜速報・携帯中継
2021-09-24,伊藤真吾,●,本田奎,○,順位戦C級2組,名人戦棋譜速報・携帯中継
2021-09-24,杉本和陽,○,藤森哲也,●,順位戦C級2組,名人戦棋譜速報
2021-09-24,中田功,○,青野照市,●,順位戦C級2組,名人戦棋譜速報
2021-09-24,谷合廣紀,●,渡辺大夢,○,順位戦C級2組,名人戦棋譜速報
2021-09-24,南芳一,○,上村亘,●,順位戦C級2組,名人戦棋譜速報
2021-09-24,近藤正和,●,石田直裕,○,順位戦C級2組,名人戦棋譜速報
2021-09-24,阿部光瑠,○,田中寅彦,●,順位戦C級2組,名人戦棋譜速報
2021-09-24,佐々木大地,○,村中秀史,●,順位戦C級2組,名人戦棋譜速報
2021-09-24,富岡英作,●,田中悠一,○,順位戦C級2組,名人戦棋譜速報
2021-09-24,西田拓也,○,堀口一史座,●,順位戦C級2組,名人戦棋譜速報
2021-09-24,中村亮介,○,遠山雄亮,●,順位戦C級2組,名人戦棋譜速報
2021-09-24,冨田誠也,●,伊藤匠,○,順位戦C級2組,名人戦棋譜速報・携帯中継
2021-09-24,佐藤紳哉,●,牧野光則,○,順位戦C級2組,名人戦棋譜速報
2021-09-24,室谷由紀,●,清水市代,○,女流王位戦 予選,
2021-09-24,山口仁子梨,●,石本さくら,○,女流王位戦 予選,
2021-09-25,井田明宏,○,服部慎一郎,●,加古川青流戦 第1局,中継・携帯中継
2021-09-25,藤井聡太,○,千田翔太,●,日本シリーズ 2回戦,ABEMA・中継・携帯中継
2021-09-26,服部慎一郎,○,井田明宏,●,加古川青流戦 第2局,中継・携帯中継
2021-09-26,服部慎一郎,○,井田明宏,●,加古川青流戦 第3局,中継・携帯中継
2021-09-26,梶浦宏孝,○,深浦康市,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-26,戸辺誠,●,梶浦宏孝,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-26,渡辺和史,,千田翔太,,NHK杯戦 本戦,詳細情報
2021-09-27,菅井竜也,●,豊島将之,○,棋王戦 挑決トーナメント,携帯中継
2021-09-27,糸谷哲郎,●,藤井聡太,○,ALSOK杯王将戦 挑決リーグ,将棋プレミアム・携帯中継
2021-09-27,島朗,○,田中寅彦,●,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-27,出口若武,○,斎藤慎太郎,●,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-27,丸山忠久,○,森下卓,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-27,瀬川晶司,○,勝又清和,●,朝日杯将棋オープン戦 一次予選,
2021-09-27,丸山忠久,○,瀬川晶司,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-27,里見香奈,○,川又咲紀,●,マイナビ女子オープン 本戦,中継・携帯中継
2021-09-27,塚田恵梨花,●,西山朋佳,○,女流王位戦 予選,
2021-09-27,野原未蘭,●,加藤桃子,○,倉敷藤花 挑決,中継・携帯中継
2021-09-28,伊藤匠,○,永瀬拓矢,●,お〜いお茶杯王位戦 予選,ABEMA・携帯中継
2021-09-28,竹内雄悟,○,藤原直哉,●,王座戦 一次予選,携帯中継
2021-09-28,千葉幸生,○,本田奎,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-28,黒田尭之,●,千葉幸生,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-28,稲葉陽,,永瀬拓矢,,銀河戦 Cブロック,詳細情報
2021-09-29,渡辺明,○,広瀬章人,●,竜王戦2組 昇決,携帯中継
2021-09-29,村田顕弘,○,北浜健介,●,竜王戦4組 昇決,
2021-09-29,山崎隆之,●,佐藤康光,○,順位戦A級,名人戦棋譜速報・携帯中継
2021-09-29,佐藤秀司,●,青嶋未来,○,王座戦 一次予選,
2021-09-29,畠山成幸,●,中田功,○,叡王戦 予選,
2021-09-29,村中秀史,●,鈴木大介,○,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-29,増田康宏,●,飯塚祐紀,○,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-09-29,畠山鎮,○,阿部隆,●,ヒューリック杯棋聖戦 二次予選,
2021-09-29,中村亮介,●,高田明浩,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-29,阪口悟,○,高田明浩,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-29,石本さくら,○,加藤桃子,●,女流名人戦 挑決リーグ,
2021-09-29,飯野愛,●,加藤圭,○,女流王位戦 予選,
2021-09-30,佐々木慎,○,野月浩貴,●,竜王戦4組 昇決,
2021-09-30,三浦弘行,○,郷田真隆,●,順位戦B級1組,名人戦棋譜速報
2021-09-30,佐々木勇気,○,木村一基,●,順位戦B級1組,名人戦棋譜速報・携帯中継
2021-09-30,千田翔太,○,屋敷伸之,●,順位戦B級1組,名人戦棋譜速報
2021-09-30,松尾歩,●,久保利明,○,順位戦B級1組,名人戦棋譜速報
2021-09-30,横山泰明,●,藤井聡太,○,順位戦B級1組,ABEMA・名人戦棋譜速報・携帯中継
2021-09-30,稲葉陽,●,近藤誠也,○,順位戦B級1組,名人戦棋譜速報
2021-09-30,石田直裕,○,富岡英作,●,王座戦 一次予選,
2021-09-30,近藤正和,●,金井恒太,○,王座戦 一次予選,
2021-09-30,山本真也,●,里見香奈,○,王座戦 一次予選,携帯中継
2021-09-30,豊島将之,○,糸谷哲郎,●,ALSOK杯王将戦 挑決リーグ,将棋プレミアム・携帯中継
2021-09-30,中田功,●,池永天志,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-30,池永天志,●,服部慎一郎,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-30,北村桂香,●,中井広恵＊,○,女流名人戦 挑決リーグ,
2021-09-30,佐藤天彦,,久保利明,,銀河戦 Dブロック,詳細情報
2021-10-01,高野智史,○,中川大輔,●,竜王戦5組 昇決,携帯中継
2021-10-01,石川陽生,●,佐々木大地,○,竜王戦6組 昇決,
2021-10-01,伊藤匠,○,島朗,●,王座戦 一次予選,
2021-10-01,安用寺孝功,●,牧野光則,○,王座戦 一次予選,
2021-10-01,羽生善治,●,永瀬拓矢,○,ALSOK杯王将戦 挑決リーグ,将棋プレミアム・携帯中継
2021-10-01,出口若武,○,日浦市郎,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-10-01,出口若武,○,藤井猛,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-10-01,西尾明,●,山本博志,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-10-01,門倉啓太,●,山本博志,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-10-02,高見泰地,●,片上大輔,○,お〜いお茶杯王位戦 予選,携帯中継
2021-10-02,西山朋佳,○,渡部愛※,●,ヒューリック杯白玲戦 第3局,中継・携帯中継
2021-10-02,伊藤沙恵,○,中村真梨花,●,女流名人戦 挑決リーグ,
2021-10-03,稲葉陽,,青嶋未来,,NHK杯戦 本戦,詳細情報
2021-10-04,伊藤匠,○,古賀悠聖,●,新人王戦 第1局,中継・携帯中継
2021-10-04,木下浩一,○,伊藤沙恵,●,王座戦 一次予選,携帯中継
2021-10-04,大橋貴洸,○,上野裕和,●,叡王戦 予選,携帯中継
2021-10-04,大橋貴洸,○,青嶋未来,●,叡王戦 予選,携帯中継
2021-10-04,藤井聡太,○,広瀬章人,●,ALSOK杯王将戦 挑決リーグ,将棋プレミアム・携帯中継
2021-10-05,木村一基,●,永瀬拓矢,○,王座戦 第4局,Paravi（パラビ）・ABEMA・中継・携帯中継
2021-10-05,長沼洋,●,船江恒平,○,王座戦 一次予選,
2021-10-05,日浦市郎,●,野月浩貴,○,叡王戦 予選,
2021-10-05,飯島栄治,●,野月浩貴,○,叡王戦 予選,
2021-10-05,近藤誠也,●,羽生善治,○,ALSOK杯王将戦 挑決リーグ,将棋プレミアム・携帯中継
2021-10-05,青野照市,○,木下浩一,●,朝日杯将棋オープン戦 一次予選,
2021-10-05,杉本和陽,○,遠山雄亮,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-10-05,青野照市,●,杉本和陽,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-10-05,増田康宏,●,阿久津主税,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-10-05,木村一基,,糸谷哲郎,,銀河戦 Eブロック,詳細情報
2021-10-06,本田奎,●,瀬川晶司,○,竜王戦5組 昇決,
2021-10-06,中村修,●,行方尚史,○,順位戦B級2組,名人戦棋譜速報・携帯中継
2021-10-06,窪田義行,●,大石直嗣,○,順位戦B級2組,名人戦棋譜速報
2021-10-06,畠山鎮,●,谷川浩司,○,順位戦B級2組 千日手,名人戦棋譜速報
2021-10-06,村山慈明,○,北浜健介,●,順位戦B級2組,名人戦棋譜速報
2021-10-06,藤井猛,●,井上慶太,○,順位戦B級2組,名人戦棋譜速報・携帯中継
2021-10-06,八代弥,○,松尾歩,●,お〜いお茶杯王位戦 予選,携帯中継
2021-10-06,郷田真隆,●,森内俊之,○,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-10-06,千田翔太,●,高崎一生,○,ヒューリック杯棋聖戦 二次予選,携帯中継
2021-10-06,中村真梨花,○,加藤圭,●,女流名人戦 挑決リーグ,
2021-10-06,西山朋佳,○,斎田晴子,●,女流王位戦 予選,
2021-10-07,石田直裕,●,高野智史,○,順位戦C級2組,名人戦棋譜速報
2021-10-07,星野良生,●,渡辺和史,○,順位戦C級2組,名人戦棋譜速報・携帯中継
